Planet,MaxX,MaxY,MaxZ,RmsX,RmsY,RmsZ
Jupiter,8,66645510555486E-06,2,2088058031499713E-06,1,4937781529776085E-06,7,050318063819984E-06,1,6705086462467119E-06,1,4353783570382107E-06
Mars,6,592940161032068E-07,7,028594717350956E-07,3,188585275822162E-07,5,463280879388443E-07,5,008500670147094E-07,2,241010756261093E-07
Mercury,4,979834745469369E-07,4,5549685825929664E-07,2,381456480405643E-07,3,4820672983213217E-07,3,1479177253815486E-07,1,8601263222496488E-07
Neptune,0,00027440714536197675,0,0003188232185244999,1,2037722315160192E-05,0,00026515396811829914,0,00027850882767276405,1,0416684583895695E-05
Saturn,1,447233744888976E-05,6,998277358505334E-06,3,3800845995792797E-06,1,0847004494625725E-05,5,691085960889258E-06,2,3972382504272304E-06
Uranus,0,00012420204667318302,1,2761167830888098E-05,3,3750423004037065E-06,0,00010808237237416126,1,0545197427521585E-05,2,3682113849343267E-06
Venus,7,837362592244546E-08,2,1043856354707735E-07,1,2178017018199191E-07,5,329570421251673E-08,2,0391488560227432E-07,8,335448767499338E-08
